,Suburb,Address,Type,Method,SellerG,Date,CouncilArea,Regionname,Propertycount
256,Armadale,10/581 Orrong Rd,u,SP,Jellis,18/03/2017,Stonnington,Southern Metropolitan,4836.0
257,Armadale,7/579 Dandenong Rd,u,PI,Ray,18/06/2016,Stonnington,Southern Metropolitan,4836.0
258,Armadale,19 Glassford St,h,S,Marshall,18/06/2016,Stonnington,Southern Metropolitan,4836.0
259,Armadale,14 New St,h,VB,Jellis,18/06/2016,Stonnington,Southern Metropolitan,4836.0
260,Armadale,7/501 Orrong Rd,u,S,Gary,18/06/2016,Stonnington,Southern Metropolitan,4836.0
261,Armadale,6/51 Armadale St,u,SP,Greg,19/11/2016,Stonnington,Southern Metropolitan,4836.0
262,Armadale,12/41 Kooyong Rd,u,VB,Marshall,19/11/2016,Stonnington,Southern Metropolitan,4836.0
263,Armadale,63 Denbigh Rd,h,S,Marshall,22/05/2016,Stonnington,Southern Metropolitan,4836.0
264,Armadale,13/56 Sutherland Rd,u,SP,Fletchers,22/08/2016,Stonnington,Southern Metropolitan,4836.0
265,Armadale,7/22 Derby St,u,PI,hockingstuart,24/09/2016,Stonnington,Southern Metropolitan,4836.0
266,Armadale,10/51 Armadale St,u,S,Jellis,25/02/2017,Stonnington,Southern Metropolitan,4836.0
267,Armadale,2/377 Dandenong Rd,u,S,Jellis,25/02/2017,Stonnington,Southern Metropolitan,4836.0
268,Armadale,1/14 Denbigh Rd,u,S,hockingstuart,25/02/2017,Stonnington,Southern Metropolitan,4836.0
269,Armadale,75 Sutherland Rd,h,S,Marshall,25/02/2017,Stonnington,Southern Metropolitan,4836.0
270,Armadale,61 Union St,h,S,Jellis,25/02/2017,Stonnington,Southern Metropolitan,4836.0
271,Armadale,1/403 Dandenong Rd,u,S,hockingstuart,27/06/2016,Stonnington,Southern Metropolitan,4836.0
272,Armadale,44 Denbigh Rd,h,S,Jellis,27/11/2016,Stonnington,Southern Metropolitan,4836.0
273,Armadale,44 Hampden Rd,h,VB,Kay,27/11/2016,Stonnington,Southern Metropolitan,4836.0
274,Armadale,3/769 High St,t,S,Jellis,27/11/2016,Stonnington,Southern Metropolitan,4836.0
275,Armadale,4 Mercer Rd,h,S,Marshall,27/11/2016,Stonnington,Southern Metropolitan,4836.0
276,Armadale,17 Kooyong Rd,h,PI,Marshall,28/05/2016,Stonnington,Southern Metropolitan,4836.0
277,Armadale,1/31 Mercer Rd,u,S,Jellis,28/05/2016,Stonnington,Southern Metropolitan,4836.0
278,Armadale,16 Llaneast St,h,S,Marshall,28/08/2016,Stonnington,Southern Metropolitan,4836.0
279,Armadale,2/532 Orrong Rd,u,S,Ray,28/08/2016,Stonnington,Southern Metropolitan,4836.0
280,Armadale,5/555 Orrong Rd,u,S,hockingstuart,28/08/2016,Stonnington,Southern Metropolitan,4836.0
281,Armadale,3/50 Denbigh Rd,u,SP,hockingstuart,30/07/2016,Stonnington,Southern Metropolitan,4836.0
282,Armadale,7/844 Malvern Rd,u,S,Ray,30/07/2016,Stonnington,Southern Metropolitan,4836.0
283,Ascot Vale,2/43 Roxburgh St,u,S,Nelson,3/09/2016,Moonee Valley,Western Metropolitan,6567.0
284,Ascot Vale,30 Rothwell St,h,S,Nelson,3/12/2016,Moonee Valley,Western Metropolitan,6567.0
285,Ascot Vale,9/5 Rothwell St,u,SP,Brad,3/12/2016,Moonee Valley,Western Metropolitan,6567.0
286,Ascot Vale,7 Francis St,h,SP,Nelson,4/03/2017,Moonee Valley,Western Metropolitan,6567.0
287,Ascot Vale,2/21 Harold St,u,VB,Jellis,4/03/2017,Moonee Valley,Western Metropolitan,6567.0
288,Ascot Vale,44 The Parade,h,S,Brad,4/03/2017,Moonee Valley,Western Metropolitan,6567.0
289,Ascot Vale,97 Walter St,h,S,Woodards,4/03/2017,Moonee Valley,Western Metropolitan,6567.0
290,Ascot Vale,98 Epsom Rd,h,SP,Nelson,4/06/2016,Moonee Valley,Western Metropolitan,6567.0
291,Ascot Vale,8 Geddes St,h,PI,Nelson,4/06/2016,Moonee Valley,Western Metropolitan,6567.0
292,Ascot Vale,75 Maribyrnong Rd,h,PI,Brad,4/06/2016,Moonee Valley,Western Metropolitan,6567.0
293,Ascot Vale,119 Roseberry St,h,SP,Maddison,4/06/2016,Moonee Valley,Western Metropolitan,6567.0
294,Ascot Vale,10 Fenton St,h,S,Nelson,6/08/2016,Moonee Valley,Western Metropolitan,6567.0
295,Ascot Vale,10 McCully St,h,S,Nelson,6/08/2016,Moonee Valley,Western Metropolitan,6567.0
296,Ascot Vale,120 Epsom Rd,h,S,Brad,7/05/2016,Moonee Valley,Western Metropolitan,6567.0
297,Ascot Vale,47 Hurtle St,h,S,Nelson,7/05/2016,Moonee Valley,Western Metropolitan,6567.0
298,Ascot Vale,63 Kent St,h,PI,Nelson,7/05/2016,Moonee Valley,Western Metropolitan,6567.0
299,Ascot Vale,4 The Parade,h,SP,Raine,7/05/2016,Moonee Valley,Western Metropolitan,6567.0
300,Ascot Vale,1/17 Epsom Rd,u,S,Brad,7/11/2016,Moonee Valley,Western Metropolitan,6567.0
301,Ascot Vale,41 Monash St,h,S,Nelson,8/10/2016,Moonee Valley,Western Metropolitan,6567.0
302,Ascot Vale,2/78 Ormond Rd,h,S,Jellis,8/10/2016,Moonee Valley,Western Metropolitan,6567.0
303,Ascot Vale,83 Roseberry St,h,S,Raine,8/10/2016,Moonee Valley,Western Metropolitan,6567.0
304,Ascot Vale,51 Francis St,h,PI,Nelson,10/09/2016,Moonee Valley,Western Metropolitan,6567.0
305,Ascot Vale,33 Dalgety Dr,h,S,Walshe,10/12/2016,Moonee Valley,Western Metropolitan,6567.0
306,Ascot Vale,12 Mirams St,h,SP,Raine,10/12/2016,Moonee Valley,Western Metropolitan,6567.0
307,Ascot Vale,2 The Parade,h,S,Nelson,10/12/2016,Moonee Valley,Western Metropolitan,6567.0
308,Ascot Vale,78 The Parade,h,S,Nelson,11/02/2017,Moonee Valley,Western Metropolitan,6567.0
309,Ascot Vale,11 Ascot St,h,S,Woodards,11/03/2017,Moonee Valley,Western Metropolitan,6567.0
310,Ascot Vale,24/54 Epsom Rd,u,VB,Nelson,12/11/2016,Moonee Valley,Western Metropolitan,6567.0
311,Ascot Vale,2 Farncomb St,h,S,Jellis,12/11/2016,Moonee Valley,Western Metropolitan,6567.0
312,Ascot Vale,26 Newsom St,h,PI,Brad,12/11/2016,Moonee Valley,Western Metropolitan,6567.0
313,Ascot Vale,8 Pentland St,h,S,Nelson,12/11/2016,Moonee Valley,Western Metropolitan,6567.0
314,Ascot Vale,8/129 The Parade,u,S,Alexkarbon,12/11/2016,Moonee Valley,Western Metropolitan,6567.0
315,Ascot Vale,52 Monash St,h,PI,Jellis,13/08/2016,Moonee Valley,Western Metropolitan,6567.0
316,Ascot Vale,58 Fenton St,h,S,Nelson,14/05/2016,Moonee Valley,Western Metropolitan,6567.0
317,Ascot Vale,70 Munro St,h,S,Brad,14/05/2016,Moonee Valley,Western Metropolitan,6567.0
318,Ascot Vale,125 Epsom Rd,h,VB,Nelson,15/10/2016,Moonee Valley,Western Metropolitan,6567.0
319,Ascot Vale,33 Hockey La,h,S,Nelson,15/10/2016,Moonee Valley,Western Metropolitan,6567.0
320,Ascot Vale,3/28 Ormond Rd,u,S,Biggin,15/10/2016,Moonee Valley,Western Metropolitan,6567.0
321,Ascot Vale,7 Angler Pde,h,S,Raine,16/04/2016,Moonee Valley,Western Metropolitan,6567.0
322,Ascot Vale,26 Ayr St,h,S,Nelson,16/04/2016,Moonee Valley,Western Metropolitan,6567.0
323,Ascot Vale,2/127 Epsom Rd,u,SP,Brad,16/04/2016,Moonee Valley,Western Metropolitan,6567.0
324,Ascot Vale,57 The Parade,h,S,Nelson,16/04/2016,Moonee Valley,Western Metropolitan,6567.0
325,Ascot Vale,62 Mirams St,h,SP,Brad,16/07/2016,Moonee Valley,Western Metropolitan,6567.0
326,Ascot Vale,67 Hurtle St,h,SP,Brad,17/09/2016,Moonee Valley,Western Metropolitan,6567.0
327,Ascot Vale,95 Walter St,h,S,Raine,17/09/2016,Moonee Valley,Western Metropolitan,6567.0
328,Ascot Vale,15 Bayview Tce,h,S,Brad,18/03/2017,Moonee Valley,Western Metropolitan,6567.0
329,Ascot Vale,57 Monash St,h,S,Brad,18/03/2017,Moonee Valley,Western Metropolitan,6567.0
330,Ascot Vale,54 South St,h,S,Nelson,18/03/2017,Moonee Valley,Western Metropolitan,6567.0
331,Ascot Vale,3/8 Walter St,t,SP,Nelson,18/03/2017,Moonee Valley,Western Metropolitan,6567.0
332,Ascot Vale,2/225 Maribyrnong Rd,t,S,Brad,18/06/2016,Moonee Valley,Western Metropolitan,6567.0
333,Ascot Vale,12/9 Milton St,u,S,Alexkarbon,18/06/2016,Moonee Valley,Western Metropolitan,6567.0
334,Ascot Vale,107/8 Burrowes St,u,S,Jellis,19/11/2016,Moonee Valley,Western Metropolitan,6567.0
335,Ascot Vale,21A Geddes St,h,S,Alexkarbon,19/11/2016,Moonee Valley,Western Metropolitan,6567.0
336,Ascot Vale,1/20 Newsom St,t,S,Jellis,19/11/2016,Moonee Valley,Western Metropolitan,6567.0
337,Ascot Vale,4/27 Roseberry St,u,S,McDonald,19/11/2016,Moonee Valley,Western Metropolitan,6567.0
338,Ascot Vale,126 The Parade,h,S,Brad,19/11/2016,Moonee Valley,Western Metropolitan,6567.0
339,Ascot Vale,43 Bloomfield Rd,h,S,Nelson,22/05/2016,Moonee Valley,Western Metropolitan,6567.0
340,Ascot Vale,6/17 Geddes St,u,VB,Nelson,22/05/2016,Moonee Valley,Western Metropolitan,6567.0
341,Ascot Vale,1/60 The Parade,u,S,Brad,22/05/2016,Moonee Valley,Western Metropolitan,6567.0
342,Ascot Vale,45 Bloomfield Rd,h,S,Brad,23/04/2016,Moonee Valley,Western Metropolitan,6567.0
343,Ascot Vale,21 Middle St,h,S,Nelson,23/04/2016,Moonee Valley,Western Metropolitan,6567.0
344,Ascot Vale,78 Francis St,h,S,Brad,24/09/2016,Moonee Valley,Western Metropolitan,6567.0
345,Ascot Vale,25 Geddes St,h,PI,Nelson,24/09/2016,Moonee Valley,Western Metropolitan,6567.0
346,Ascot Vale,106/246 Union Rd,u,PI,Weda,24/09/2016,Moonee Valley,Western Metropolitan,6567.0
347,Ascot Vale,18/54 Epsom Rd,u,PI,Jellis,25/02/2017,Moonee Valley,Western Metropolitan,6567.0
348,Ascot Vale,15 Mirams St,h,S,Jellis,25/02/2017,Moonee Valley,Western Metropolitan,6567.0
349,Ascot Vale,44 Walter St,h,S,Barry,25/02/2017,Moonee Valley,Western Metropolitan,6567.0
350,Ascot Vale,25 Dalgety Dr,h,S,Jellis,26/07/2016,Moonee Valley,Western Metropolitan,6567.0
351,Ascot Vale,7 Dalgety Dr,h,S,Nelson,26/07/2016,Moonee Valley,Western Metropolitan,6567.0
352,Ascot Vale,37 Epsom Rd,h,SP,Frank,26/07/2016,Moonee Valley,Western Metropolitan,6567.0
353,Ascot Vale,6 Waller Ct,h,S,Brad,26/07/2016,Moonee Valley,Western Metropolitan,6567.0
354,Ascot Vale,17 Ascot St,h,PI,Nelson,27/06/2016,Moonee Valley,Western Metropolitan,6567.0
355,Ascot Vale,73 Kent St,h,PI,Nelson,27/06/2016,Moonee Valley,Western Metropolitan,6567.0
356,Ascot Vale,9/129 The Parade,u,S,Hodges,27/06/2016,Moonee Valley,Western Metropolitan,6567.0
357,Ascot Vale,1 East St,t,S,Nelson,27/11/2016,Moonee Valley,Western Metropolitan,6567.0
358,Ascot Vale,32 Geddes St,h,PI,Nelson,27/11/2016,Moonee Valley,Western Metropolitan,6567.0
359,Ascot Vale,30 Mirams St,h,PI,Jellis,27/11/2016,Moonee Valley,Western Metropolitan,6567.0
360,Ascot Vale,43 Mirams St,h,PI,Nelson,27/11/2016,Moonee Valley,Western Metropolitan,6567.0
361,Ascot Vale,45 Mirams St,h,PI,Nelson,27/11/2016,Moonee Valley,Western Metropolitan,6567.0
362,Ascot Vale,1 Bloomfield Rd,h,S,Barry,28/05/2016,Moonee Valley,Western Metropolitan,6567.0
363,Ascot Vale,26 Milton St,h,S,Nelson,28/05/2016,Moonee Valley,Western Metropolitan,6567.0
364,Ascot Vale,10 Ayr St,h,S,Alexkarbon,28/08/2016,Moonee Valley,Western Metropolitan,6567.0
365,Ascot Vale,58 Bloomfield Rd,h,S,Stockdale,28/08/2016,Moonee Valley,Western Metropolitan,6567.0
366,Ascot Vale,1/91 Epsom Rd,u,S,Nelson,28/08/2016,Moonee Valley,Western Metropolitan,6567.0
367,Ascot Vale,5 Doncaster St,h,S,Jellis,30/07/2016,Moonee Valley,Western Metropolitan,6567.0
368,Ascot Vale,6 McCully St,h,S,Nelson,30/07/2016,Moonee Valley,Western Metropolitan,6567.0
369,Ascot Vale,75 Munro St,h,S,Barry,30/07/2016,Moonee Valley,Western Metropolitan,6567.0
370,Ashburton,61 Dent St,h,S,Marshall,3/09/2016,Boroondara,Southern Metropolitan,3052.0
371,Ashburton,69 Albion Rd,h,S,Jellis,3/12/2016,Boroondara,Southern Metropolitan,3052.0
372,Ashburton,1/17 Ashburn Gr,t,S,Buxton,3/12/2016,Boroondara,Southern Metropolitan,3052.0
373,Ashburton,3/39 Solway St,t,S,Fletchers,3/12/2016,Boroondara,Southern Metropolitan,3052.0
374,Ashburton,101/218 High St,u,VB,Fletchers,4/03/2017,Boroondara,Southern Metropolitan,3052.0
375,Ashburton,51 Victory Bvd,h,S,Jellis,4/03/2017,Boroondara,Southern Metropolitan,3052.0
376,Ashburton,3 Dunlop St,h,S,Jellis,4/06/2016,Boroondara,Southern Metropolitan,3052.0
377,Ashburton,16a Nicholas St,h,PI,Marshall,8/10/2016,Boroondara,Southern Metropolitan,3052.0
378,Ashburton,5 Nicholas St,h,S,Buxton,8/10/2016,Boroondara,Southern Metropolitan,3052.0
379,Ashburton,115 Ashburn Gr,h,S,hockingstuart,10/09/2016,Boroondara,Southern Metropolitan,3052.0
380,Ashburton,33 Eleanor St,h,SP,Marshall,10/09/2016,Boroondara,Southern Metropolitan,3052.0
381,Ashburton,1/1 Nairn St,h,S,Jellis,10/09/2016,Boroondara,Southern Metropolitan,3052.0
382,Ashburton,9 Gona Ct,h,S,hockingstuart,10/12/2016,Boroondara,Southern Metropolitan,3052.0
383,Ashburton,45 Yuile St,h,S,Jellis,10/12/2016,Boroondara,Southern Metropolitan,3052.0
384,Ashburton,47 Yuile St,h,VB,Marshall,12/11/2016,Boroondara,Southern Metropolitan,3052.0
385,Ashburton,6a Glen Rd,h,S,Jellis,14/05/2016,Boroondara,Southern Metropolitan,3052.0
386,Ashburton,18 Glen Rd,h,S,Jellis,15/10/2016,Boroondara,Southern Metropolitan,3052.0
387,Ashburton,95 Nicholas St,h,S,Jellis,16/04/2016,Boroondara,Southern Metropolitan,3052.0
388,Ashburton,29A Yuile St,h,S,Jellis,18/03/2017,Boroondara,Southern Metropolitan,3052.0
389,Ashburton,3/75 Victory Bvd,t,S,Jellis,18/06/2016,Boroondara,Southern Metropolitan,3052.0
390,Ashburton,2/17 Ashburn Gr,t,S,Jellis,19/11/2016,Boroondara,Southern Metropolitan,3052.0
391,Ashburton,4 Baker Pde,h,S,hockingstuart,22/05/2016,Boroondara,Southern Metropolitan,3052.0
392,Ashburton,15 Comas Gr,h,S,Jellis,22/08/2016,Boroondara,Southern Metropolitan,3052.0
393,Ashburton,3 Mustang Ct,h,VB,Jellis,22/08/2016,Boroondara,Southern Metropolitan,3052.0
394,Ashburton,63 Dent St,h,S,Jellis,25/02/2017,Boroondara,Southern Metropolitan,3052.0
395,Ashburton,4 Vears Rd,h,S,Jellis,25/02/2017,Boroondara,Southern Metropolitan,3052.0
396,Ashburton,14 Lucerne St,h,S,Buxton,27/06/2016,Boroondara,Southern Metropolitan,3052.0
397,Ashburton,5 Pitt St,h,PI,Jellis,27/06/2016,Boroondara,Southern Metropolitan,3052.0
398,Ashburton,1/65 Ashburn Gr,t,VB,Noel,27/11/2016,Boroondara,Southern Metropolitan,3052.0
399,Ashburton,12 Meaden St,h,S,Buxton,27/11/2016,Boroondara,Southern Metropolitan,3052.0
400,Ashburton,48 Nicholas St,h,S,Marshall,27/11/2016,Boroondara,Southern Metropolitan,3052.0
401,Ashburton,5 Taylor St,h,S,Jellis,27/11/2016,Boroondara,Southern Metropolitan,3052.0
402,Ashburton,1/7 Y St,t,S,Marshall,27/11/2016,Boroondara,Southern Metropolitan,3052.0
403,Ashburton,33 Highgate Gr,h,PI,hockingstuart,28/05/2016,Boroondara,Southern Metropolitan,3052.0
404,Ashburton,9 Pitt St,h,S,Tim,28/05/2016,Boroondara,Southern Metropolitan,3052.0
405,Ashburton,9 Ward St,h,S,Fletchers,28/05/2016,Boroondara,Southern Metropolitan,3052.0
406,Ashburton,159 Ashburn Gr,h,PI,Marshall,28/08/2016,Boroondara,Southern Metropolitan,3052.0
407,Ashburton,19 Poulter St,h,S,Marshall,28/08/2016,Boroondara,Southern Metropolitan,3052.0
408,Ashwood,18 Teck St,h,S,Tim,3/09/2016,Monash,Southern Metropolitan,2894.0
409,Ashwood,28 Raymond St,h,S,Woodards,3/12/2016,Monash,Southern Metropolitan,2894.0
410,Ashwood,31a Douglas St,u,S,Tim,4/03/2017,Monash,Southern Metropolitan,2894.0
411,Ashwood,1/53 Winbirra Pde,h,SP,Purplebricks,4/03/2017,Monash,Southern Metropolitan,2894.0
412,Ashwood,18 Montrose St,h,VB,Jellis,4/06/2016,Monash,Southern Metropolitan,2894.0
413,Ashwood,4 Scenic Dr,h,S,Fletchers,6/08/2016,Monash,Southern Metropolitan,2894.0
414,Ashwood,8 Rocklands Rd,h,S,Tim,7/05/2016,Monash,Southern Metropolitan,2894.0
415,Ashwood,1/7 Farmer St,t,S,hockingstuart,7/11/2016,Monash,Southern Metropolitan,2894.0
416,Ashwood,1/136 High Street Rd,h,PI,Fletchers,7/11/2016,Monash,Southern Metropolitan,2894.0
417,Ashwood,10 Maroondah Rd,h,SP,Buxton,8/10/2016,Monash,Southern Metropolitan,2894.0
418,Ashwood,4 Peppermint Ct,h,S,Buxton,8/10/2016,Monash,Southern Metropolitan,2894.0
419,Ashwood,35 Douglas St,h,S,Fletchers,10/09/2016,Monash,Southern Metropolitan,2894.0
420,Ashwood,95 Huntingdale Rd,h,VB,Tim,10/12/2016,Monash,Southern Metropolitan,2894.0
421,Ashwood,8 Maroondah Rd,h,S,Buxton,13/08/2016,Monash,Southern Metropolitan,2894.0
422,Ashwood,1/7 Murra Ct,u,S,Ray,14/05/2016,Monash,Southern Metropolitan,2894.0
423,Ashwood,58 Ashwood Dr,h,S,Jellis,15/10/2016,Monash,Southern Metropolitan,2894.0
424,Ashwood,3 Harold St,h,S,Buxton,15/10/2016,Monash,Southern Metropolitan,2894.0
425,Ashwood,9 Katta Ct,h,S,Harcourts,16/07/2016,Monash,Southern Metropolitan,2894.0
426,Ashwood,16 Scenic Dr,h,S,Buxton,17/09/2016,Monash,Southern Metropolitan,2894.0
427,Ashwood,4/36 Queens Pde,u,S,Noel,18/03/2017,Monash,Southern Metropolitan,2894.0
428,Ashwood,4/24 Mulgrave St,u,S,Woodards,18/06/2016,Monash,Southern Metropolitan,2894.0
429,Ashwood,147 Huntingdale Rd,h,S,Buxton,19/11/2016,Monash,Southern Metropolitan,2894.0
430,Ashwood,17 Parkhill Dr,h,S,Tim,19/11/2016,Monash,Southern Metropolitan,2894.0
431,Ashwood,2/6 Murra Ct,u,S,hockingstuart,22/08/2016,Monash,Southern Metropolitan,2894.0
432,Ashwood,12 Leonard St,h,S,Buxton,24/09/2016,Monash,Southern Metropolitan,2894.0
433,Ashwood,4 Teck St,h,S,Fletchers,24/09/2016,Monash,Southern Metropolitan,2894.0
434,Ashwood,14 Ashwood Dr,h,S,Jellis,25/02/2017,Monash,Southern Metropolitan,2894.0
435,Ashwood,1/2 Condah Ct,h,S,Noel,25/02/2017,Monash,Southern Metropolitan,2894.0
436,Ashwood,1/16 Raymond St,t,S,Jellis,27/11/2016,Monash,Southern Metropolitan,2894.0
437,Ashwood,4 Newbury Ct,h,VB,Buxton,28/05/2016,Monash,Southern Metropolitan,2894.0
438,Ashwood,2/53 Salisbury Rd,t,S,Barry,28/08/2016,Monash,Southern Metropolitan,2894.0
439,Avondale Heights,8 Norma Ct,h,S,Moonee,3/09/2016,Moonee Valley,Western Metropolitan,4502.0
440,Avondale Heights,9 Rogerson St,h,SP,Moonee,3/09/2016,Moonee Valley,Western Metropolitan,4502.0
441,Avondale Heights,157 Canning St,t,S,Nelson,3/12/2016,Moonee Valley,Western Metropolitan,4502.0
442,Avondale Heights,105 Canning St,h,S,Nelson,4/03/2017,Moonee Valley,Western Metropolitan,4502.0
443,Avondale Heights,36 Wood St,h,S,Moonee,4/03/2017,Moonee Valley,Western Metropolitan,4502.0
444,Avondale Heights,2 Arbor Tce,h,S,Nelson,4/06/2016,Moonee Valley,Western Metropolitan,4502.0
445,Avondale Heights,3 Karen Ct,h,VB,Nelson,4/06/2016,Moonee Valley,Western Metropolitan,4502.0
446,Avondale Heights,6 Lovett Dr,h,S,Nelson,4/06/2016,Moonee Valley,Western Metropolitan,4502.0
447,Avondale Heights,12 Skewes St,h,S,Nelson,4/06/2016,Moonee Valley,Western Metropolitan,4502.0
448,Avondale Heights,68 Thompson St,h,S,Nelson,6/08/2016,Moonee Valley,Western Metropolitan,4502.0
449,Avondale Heights,14 Lovett Dr,h,S,Moonee,7/05/2016,Moonee Valley,Western Metropolitan,4502.0
450,Avondale Heights,31 Duke St,h,S,Barry,8/10/2016,Moonee Valley,Western Metropolitan,4502.0
451,Avondale Heights,97 Military Rd,h,SP,Moonee,8/10/2016,Moonee Valley,Western Metropolitan,4502.0
452,Avondale Heights,21 River Dr,t,S,Moonee,8/10/2016,Moonee Valley,Western Metropolitan,4502.0
453,Avondale Heights,3 Clive Ct,h,S,Moonee,10/12/2016,Moonee Valley,Western Metropolitan,4502.0
454,Avondale Heights,22 Warrick Ct,h,PI,Nelson,10/12/2016,Moonee Valley,Western Metropolitan,4502.0
455,Avondale Heights,2/6 Nelson Ct,t,S,Barry,11/02/2017,Moonee Valley,Western Metropolitan,4502.0
456,Avondale Heights,7 Monmouth St,h,SP,Moonee,15/10/2016,Moonee Valley,Western Metropolitan,4502.0
457,Avondale Heights,15 River Dr,h,SP,Moonee,15/10/2016,Moonee Valley,Western Metropolitan,4502.0
458,Avondale Heights,16a Arbor Tce,u,S,Brad,16/04/2016,Moonee Valley,Western Metropolitan,4502.0
459,Avondale Heights,40a Herbert St,h,S,Nelson,16/04/2016,Moonee Valley,Western Metropolitan,4502.0
460,Avondale Heights,185 Military Rd,h,SP,Moonee,16/07/2016,Moonee Valley,Western Metropolitan,4502.0
461,Avondale Heights,33 Wood St,h,S,Nelson,16/07/2016,Moonee Valley,Western Metropolitan,4502.0
462,Avondale Heights,14 Herbert St,h,SA,Barry,17/09/2016,Moonee Valley,Western Metropolitan,4502.0
463,Avondale Heights,2/10 Military Rd,u,S,Nelson,18/03/2017,Moonee Valley,Western Metropolitan,4502.0
464,Avondale Heights,9 Willow Dr,h,S,Moonee,18/03/2017,Moonee Valley,Western Metropolitan,4502.0
465,Avondale Heights,8 Westminster Dr,h,SP,Moonee,18/06/2016,Moonee Valley,Western Metropolitan,4502.0
466,Avondale Heights,8 Herbert St,h,S,Nelson,22/05/2016,Moonee Valley,Western Metropolitan,4502.0
467,Avondale Heights,2 Hillman Ct,h,VB,Brad,22/05/2016,Moonee Valley,Western Metropolitan,4502.0
468,Avondale Heights,20 Westminster Dr,h,S,Nelson,22/05/2016,Moonee Valley,Western Metropolitan,4502.0
469,Avondale Heights,8 Moffat St,h,S,HAR,23/04/2016,Moonee Valley,Western Metropolitan,4502.0
470,Avondale Heights,1/24 Bordeaux St,h,S,Nelson,24/09/2016,Moonee Valley,Western Metropolitan,4502.0
471,Avondale Heights,72 Military Rd,h,PI,Nelson,24/09/2016,Moonee Valley,Western Metropolitan,4502.0
472,Avondale Heights,1/5 South Tce,u,S,Nelson,24/09/2016,Moonee Valley,Western Metropolitan,4502.0
473,Avondale Heights,1/4 Weyburn Pl,t,SP,Moonee,24/09/2016,Moonee Valley,Western Metropolitan,4502.0
474,Avondale Heights,19 Clarendon St,h,S,Jas,25/02/2017,Moonee Valley,Western Metropolitan,4502.0
475,Avondale Heights,2 Drake Ct,h,S,Edward,25/02/2017,Moonee Valley,Western Metropolitan,4502.0
476,Avondale Heights,11 South Tce,h,SP,Moonee,25/02/2017,Moonee Valley,Western Metropolitan,4502.0
477,Avondale Heights,61 Doyle St,h,SP,Moonee,26/07/2016,Moonee Valley,Western Metropolitan,4502.0
478,Avondale Heights,109 North Rd,h,S,Nelson,26/07/2016,Moonee Valley,Western Metropolitan,4502.0
479,Avondale Heights,2/4 Carmyle Ct,u,PI,Barry,27/11/2016,Moonee Valley,Western Metropolitan,4502.0
480,Avondale Heights,10 Intervale Dr,h,S,Barry,27/11/2016,Moonee Valley,Western Metropolitan,4502.0
481,Avondale Heights,328 Milleara Rd,h,S,Barry,27/11/2016,Moonee Valley,Western Metropolitan,4502.0
482,Avondale Heights,10 Skewes St,h,S,Nelson,27/11/2016,Moonee Valley,Western Metropolitan,4502.0
483,Avondale Heights,62 Skewes St,h,S,Moonee,27/11/2016,Moonee Valley,Western Metropolitan,4502.0
484,Avondale Heights,49 Rogerson St,h,S,Barry,28/05/2016,Moonee Valley,Western Metropolitan,4502.0
485,Avondale Heights,43 Skewes St,h,S,Nelson,28/05/2016,Moonee Valley,Western Metropolitan,4502.0
486,Avondale Heights,63 Doyle St,h,SP,Moonee,28/08/2016,Moonee Valley,Western Metropolitan,4502.0
487,Avondale Heights,235 Military Rd,h,S,Barry,28/08/2016,Moonee Valley,Western Metropolitan,4502.0
488,Avondale Heights,57 North Rd,h,SP,Moonee,28/08/2016,Moonee Valley,Western Metropolitan,4502.0
489,Balaclava,18 Linton St,h,S,Gary,3/09/2016,Port Phillip,Southern Metropolitan,2952.0
